job_id,num_qubits,depth,priority,arrival_time,num_shots
1,177,5,2,,69100
2,249,18,2,,33200
3,248,15,2,,13200
4,200,19,2,,61800
5,172,12,2,,89300
6,213,10,2,,26700
7,221,6,2,,24300
8,174,17,2,,45400
9,145,13,2,,22300
10,250,10,2,,86700
11,204,18,2,,14300
12,163,12,2,,81900
13,187,19,2,,23600
14,145,5,2,,88700
15,242,20,2,,48400
16,184,10,2,,29100
17,245,14,2,,64900
18,143,12,2,,21800
19,191,5,2,,68300
20,152,10,2,,19900
21,236,7,2,,56700
22,210,6,2,,30400
23,157,12,2,,61200
24,240,11,2,,41300
25,237,5,2,,10900
26,184,5,2,,58200
27,215,7,2,,64200
28,210,16,2,,79600
29,184,13,2,,37100
30,177,16,2,,23300
31,183,15,2,,92300
32,152,16,2,,15100
33,156,13,2,,32800
34,223,6,2,,30400
35,248,19,2,,52200
36,174,20,2,,10800
37,186,6,2,,51800
38,166,14,2,,79100
39,246,5,2,,58900
40,223,20,2,,26700
41,149,20,2,,50900
42,136,11,2,,94800
43,232,16,2,,22600
44,231,16,2,,93000
45,155,9,2,,59000
46,176,13,2,,89900
47,247,10,2,,37500
48,178,18,2,,63500
49,198,15,2,,60400
50,182,13,2,,61500
51,225,11,2,,44700
52,150,18,2,,89500
53,204,5,2,,20800
54,181,6,2,,59500
55,248,5,2,,39800
56,215,5,2,,43500
57,228,17,2,,65200
58,215,17,2,,86700
59,144,9,2,,86100
60,164,8,2,,69000
61,235,7,2,,53900
62,234,7,2,,76300
63,247,20,2,,61500
64,189,10,2,,59800
65,155,17,2,,81500
66,183,14,2,,92000
67,139,12,2,,22000
68,199,10,2,,56500
69,237,7,2,,42700
70,135,16,2,,27600
71,236,5,2,,89600
72,132,5,2,,44300
73,145,12,2,,53500
74,239,6,2,,51300
75,242,10,2,,84600
76,172,10,2,,49200
77,134,14,2,,68200
78,226,14,2,,57200
79,247,9,2,,84200
80,244,20,2,,86600
81,247,20,2,,60900
82,230,20,2,,63400
83,230,8,2,,70300
84,186,14,2,,19300
85,139,11,2,,58000
86,209,19,2,,44500
87,182,8,2,,24200
88,134,9,2,,39500
89,144,14,2,,42100
90,246,14,2,,97200
91,162,6,2,,51700
92,147,14,2,,14000
93,229,20,2,,47000
94,241,19,2,,52500
95,239,18,2,,22900
96,242,12,2,,44400
97,236,18,2,,59800
98,136,20,2,,45900
99,182,9,2,,21000
100,196,16,2,,13800
101,212,18,2,,30900
102,246,10,2,,24400
103,179,20,2,,35500
104,158,9,2,,54700
105,149,7,2,,33000
106,185,10,2,,86400
107,224,8,2,,80400
108,176,17,2,,43400
109,202,15,2,,57400
110,248,13,2,,100000
111,135,12,2,,80700
112,147,13,2,,88900
113,167,18,2,,46700
114,167,5,2,,99500
115,197,18,2,,51800
116,217,11,2,,77900
117,161,6,2,,15700
118,190,6,2,,55500
119,176,16,2,,69400
120,224,16,2,,32000
121,217,12,2,,41400
122,135,19,2,,82400
123,139,12,2,,57200
124,184,5,2,,13000
125,177,11,2,,90200
126,194,16,2,,58200
127,227,9,2,,57300
128,142,10,2,,93900
129,136,10,2,,76300
130,211,12,2,,73800
131,137,16,2,,39600
132,161,20,2,,68300
133,168,16,2,,10000
134,195,19,2,,65700
135,152,11,2,,58400
136,235,19,2,,97900
137,250,20,2,,49300
138,137,10,2,,31400
139,210,17,2,,40300
140,164,16,2,,97200
141,248,19,2,,44200
142,185,9,2,,65700
143,177,6,2,,23700
144,240,10,2,,13800
145,173,9,2,,64000
146,242,18,2,,98500
147,226,14,2,,73100
148,219,19,2,,42900
149,151,13,2,,70000
150,163,19,2,,34600
151,192,18,2,,60200
152,143,19,2,,52700
153,193,8,2,,99900
154,142,15,2,,94500
155,165,11,2,,41200
156,145,11,2,,59000
157,149,19,2,,84100
158,153,6,2,,32700
159,207,8,2,,56000
160,139,9,2,,48800
161,152,15,2,,70300
162,169,7,2,,77100
163,141,14,2,,16300
164,250,15,2,,34600
165,222,19,2,,88100
166,212,6,2,,44300
167,210,13,2,,45800
168,227,20,2,,19400
169,138,17,2,,50300
170,236,7,2,,91800
171,141,9,2,,75700
172,243,20,2,,32800
173,204,5,2,,15800
174,216,17,2,,17000
175,204,15,2,,43700
176,199,5,2,,67400
177,182,15,2,,67000
178,212,11,2,,64000
179,223,14,2,,86100
180,187,9,2,,78300
181,226,9,2,,97400
182,180,6,2,,12400
183,239,19,2,,44600
184,141,14,2,,77100
185,239,17,2,,48300
186,246,18,2,,50400
187,187,6,2,,27700
188,130,12,2,,51800
189,204,17,2,,29900
190,147,5,2,,53900
191,209,8,2,,96600
192,171,10,2,,35400
193,195,5,2,,82900
194,184,12,2,,93100
195,191,19,2,,47500
196,135,15,2,,94000
197,191,7,2,,96600
198,200,13,2,,85500
199,243,12,2,,64900
200,217,9,2,,48500
201,231,7,2,,60700
202,215,14,2,,42400
203,195,10,2,,47800
204,233,13,2,,83200
205,181,9,2,,29900
206,175,11,2,,26500
207,183,19,2,,13500
208,235,14,2,,84400
209,247,17,2,,71800
210,161,15,2,,32800
211,185,18,2,,83900
212,150,17,2,,86900
213,245,19,2,,41800
214,207,8,2,,80700
215,147,14,2,,28600
216,209,7,2,,16300
217,131,7,2,,87100
218,224,11,2,,85200
219,246,7,2,,20200
220,158,15,2,,99600
221,149,18,2,,52600
222,190,8,2,,53700
223,209,8,2,,74200
224,235,13,2,,88600
225,158,11,2,,84300
226,227,6,2,,50300
227,197,7,2,,87300
228,216,16,2,,97700
229,191,13,2,,67500
230,205,19,2,,63500
231,143,11,2,,97000
232,195,13,2,,39900
233,141,14,2,,13500
234,242,5,2,,10900
235,155,19,2,,99900
236,141,7,2,,53400
237,224,13,2,,90500
238,202,13,2,,66500
239,158,16,2,,96500
240,223,20,2,,64600
241,213,17,2,,33100
242,209,9,2,,52400
243,190,15,2,,80400
244,229,12,2,,17300
245,209,16,2,,95500
246,157,13,2,,57700
247,188,6,2,,29800
248,150,9,2,,55700
249,246,11,2,,19700
250,209,19,2,,13700
251,216,15,2,,28800
252,133,16,2,,66800
253,166,9,2,,43600
254,145,13,2,,19700
255,190,9,2,,86300
256,188,14,2,,19800
